ID_Explotacion,Provincia,Actividad,Superficie_Hectareas,Edad_Productor,Nivel_Tecnificacion,Produccion_Toneladas,Costo_Produccion,Precio_Venta_Tonelada,Ingresos,Cantidad_Empleados,Uso_Riego,Rentabilidad_Porcentaje,Indice_Sustentabilidad
3102,Entre Ríos,Ganaderia,"236,7",46,Bajo,"334,8",77100,269,90061,5,No,"20,5",43
3103,Chaco,Maiz,"356,7",30,Medio,"414,1",73240,359,148661,11,Sí,"98,6","61,8"
3104,La Pampa,Trigo,"170,3",72,Bajo,"175,4",37404,657,115237,1,Sí,"204,7","67,4"
3105,Chaco,Maiz,"7,5",53,Bajo,10,1325,752,7520,0,Sí,"468,1","71,7"
3106,Entre Ríos,Maiz,"87,1",61,Medio,"102,9",37939,320,32928,1,Sí,-16,"53,1"
3107,Córdoba,Trigo,"194,1",48,Medio,"267,9",40721,648,173599,5,Sí,"325,8","75,4"
3108,Santa Fe,Fruticultura,"186,9",38,Bajo,"208,4",26249,565,117746,0,No,"352,4","73,4"
3109,Mendoza,Soja,"219,2",33,Bajo,"260,4",103894,651,169520,5,No,"67,9","53,1"
3110,Santa Fe,Maiz,"308,1",34,Medio,"330,7",125206,706,233474,5,No,90,"54,7"
3111,Entre Ríos,Lecheria,0,42,Bajo,"54,6",9543,793,43297,0,No,"349,9","67,2"
3112,Santa Fe,Trigo,"154,5",43,Alto,"330,1",109738,304,100350,2,Sí,"-13,4","89,5"
3113,Entre Ríos,Trigo,"114,2",23,Bajo,"132,3",20082,343,45378,2,No,"130,4","64,4"
3114,La Pampa,Ganaderia,"286,2",53,Alto,"347,3",122143,654,227134,9,No,"84,1","78,4"
3115,Buenos Aires,Fruticultura,"89,5",26,Bajo,"88,4",25977,702,62056,5,No,"143,4","46,7"
3116,Córdoba,Fruticultura,"225,8",65,Medio,"257,1",94768,778,200023,5,Sí,"115,5","72,8"
3117,Chaco,Ganaderia,"141,6",44,Bajo,"199,8",72888,519,103696,2,Sí,"43,7","57,3"
3118,Entre Ríos,Maiz,"405,7",60,Alto,"491,4",136644,342,168058,16,No,"18,5","60,4"
3119,Mendoza,Soja,"115,7",54,Bajo,"135,4",56587,576,77990,1,No,"38,2",52
3120,Salta,Lecheria,"118,4",66,Alto,"231,4",43628,331,76593,5,sí,"77,8","64,8"
3121,Salta,Fruticultura,"145,7",56,Alto,"318,4",89976,548,174483,1,Sí,"95,1","61,9"
3122,Buenos Aires,Soja,"328,8",43,Medio,"418,6",99300,623,260787,4,No,163,"45,6"
3123,Buenos Aires,Lecheria,"299,5",62,Medio,"371,1",148394,283,105021,10,No,"-29,4","40,7"
3124,La Pampa,Soja,"189,6",47,Medio,"196,1",47129,505,99030,5,No,"105,6","69,5"
3125,Buenos Aires,Fruticultura,"210,1",41,Medio,"241,6",96662,799,193038,1,Sí,"97,5","73,2"
3126,Santa Fe,Soja,"402,1",39,Alto,"418,3",122000,660,276078,9,No,"124,5","49,4"
3127,Córdoba,Maiz,"254,6",47,Medio,"418,9",132274,718,300770,9,Sí,"125,3","71,3"
3128,La Pampa,Soja,"89,1",38,Medio,"160,8",23607,708,113846,2,Sí,"377,6","53,1"
3129,La Pampa,Soja,"169,2",64,Alto,"177,5",43717,520,92300,3,Sí,"114,2","94,7"
3130,Santa Fe,Ganaderia,"411,5",63,Medio,"642,9",231730,706,453887,10,Sí,"92,6","78,2"
3131,Córdoba,Maiz,"179,2",39,Medio,"198,5",63589,332,65902,8,Sí,"7,9",79
3132,La Pampa,Fruticultura,"75,1",68,Bajo,"76,8",31037,369,28339,0,Sí,"-13,5","81,4"
3133,Córdoba,Maiz,"300,7",72,Medio,"494,2",67059,323,159626,4,No,"141,8","54,1"
3134,Salta,ganaderia,"244,1",29,Alto,,110637,479,256217,1,Sí,"131,1",90
3135,Chaco,Ganaderia,"162,9",70,Medio,"242,9",59255,316,76756,5,Sí,"27,9","58,8"
3136,Santa Fe,Ganaderia,"144,6",62,Alto,"365,9",70980,796,291256,2,No,"311,3",79
3137,Mendoza,Trigo,131,63,Medio,"224,1",51328,545,122134,5,No,"135,2","68,4"
3138,Santa Fe,Ganaderia,"100,3",58,Alto,"206,7",27681,321,66350,0,Sí,"140,1","87,7"
3139,Córdoba,Ganaderia,"208,7",33,Alto,"311,7",85474,426,132784,9,No,"59,8","53,4"
3140,Mendoza,Lecheria,"335,5",47,Medio,"436,3",131526,445,194153,9,Sí,"49,6","60,9"
3141,Mendoza,Soja,"151,1",49,Bajo,"115,1",22800,757,87130,0,Sí,"283,6","73,5"
3142,Buenos Aires,ganaderia,"239,7",15,Medio,"344,1",77183,703,241902,4,Sí,"209,2","76,7"
3143,Entre Ríos,Lecheria,"218,3",45,Bajo,235,41207,307,72145,9,Sí,"78,6","52,5"
3144,Mendoza,Soja,"276,3",49,Medio,"245,2",100548,782,191746,7,No,"87,9","42,4"
3145,Chaco,Trigo,"169,6",54,Medio,"151,9",31515,305,46329,0,No,49,"45,5"
3146,Córdoba,Fruticultura,158,52,Medio,"203,8",29792,308,62770,1,Sí,"106,9","82,9"
3147,Entre Ríos,Ganaderia,"114,2",49,Bajo,"126,3",37779,604,76285,0,No,"99,2","63,3"
3148,La Pampa,Ganaderia,"219,4",58,Medio,"211,5",83001,683,144454,4,Sí,"75,8",63
3149,Santa Fe,Maiz,"246,6",36,Alto,524,93255,573,300252,10,Sí,"217,8","72,6"
3150,Chaco,Ganaderia,"167,8",15,Alto,"421,4",154289,524,220813,0,Sí,"40,4","71,9"
3151,Mendoza,Trigo,"212,2",42,Alto,"255,8",61233,632,161665,4,Sí,"162,2","95,4"
3152,Buenos Aires,Maiz,"182,1",59,Bajo,"197,7",55336,435,85999,3,Sí,"56,8","57,9"
3153,Chaco,Fruticultura,"300,2",43,Bajo,"243,1",46754,433,105262,7,No,450,"56,7"
3154,Entre Ríos,Fruticultura,"142,7",49,Medio,"155,7",36405,299,46554,2,Sí,29,"63,2"
3155,Córdoba,Ganaderia,"234,4",55,Alto,"278,9",49182,613,170965,0,Sí,"244,4","78,4"
3156,Chaco,Trigo,"141,5",73,Alto,"276,9",103136,555,153679,3,No,"46,6","76,4"
3157,Buenos Aires,Ganaderia,"199,9",38,Alto,"487,2",83827,530,258216,1,No,"206,3",74
3158,Córdoba,Soja,"309,3",55,Alto,"700,4",90936,250,175100,8,No,"89,4","52,1"
3159,Chaco,Fruticultura,"377,4",15,Alto,791,170235,624,493584,11,Sí,"193,6","97,3"
3160,Salta,Lecheria,"273,8",38,Medio,425,59614,755,320875,5,No,"441,2","54,4"
3161,Córdoba,Trigo,"165,2",43,Bajo,"131,5",30316,606,79689,0,No,"164,2","41,6"
3162,Entre Ríos,Fruticultura,"215,9",40,Bajo,"317,7",105418,724,230014,0,Sí,"119,5","78,1"
3163,Mendoza,Trigo,"275,8",30,Alto,"348,9",80477,538,187708,8,No,"133,6","73,9"
3164,La Pampa,Lecheria,"226,2",52,Medio,"431,6",132033,534,230474,4,Sí,"70,2","89,3"
3165,Santa Fe,Soja,"37,1",25,Alto,"46,3",14742,343,15880,2,Sí,"4,1","67,9"
3166,Córdoba,Ganaderia,"180,5",110,Medio,"143,1",44816,547,78275,7,Sí,"73,2","52,9"
3167,La Pampa,Trigo,"18,9",59,Bajo,"18,9",6832,306,5783,5,Sí,"-13,1","86,2"
3168,Córdoba,Maiz,"283,5",34,Medio,,70097,587,141936,9,No,"103,8","37,9"
3169,Chaco,Soja,"191,8",40,Medio,"246,2",37076,744,183172,0,Sí,"393,7","53,1"
3170,Chaco,Trigo,"166,2",66,Medio,"239,7",53286,424,101632,8,No,"94,3","49,4"
3171,Entre Ríos,Soja,"383,6",56,Medio,501,126610,681,341181,11,No,"168,4","65,3"
3172,Mendoza,Ganaderia,"111,6",59,Bajo,"145,5",24634,309,44959,6,No,"83,7","39,9"
3173,Santa Fe,Ganaderia,"302,3",69,Medio,"540,6",185000,501,270840,11,Sí,"50,7","60,7"
3174,Chaco,Soja,"334,8",47,Alto,,221982,372,208394,12,Sí,"-1,2",99
3175,La Pampa,Lecheria,"267,6",45,Alto,"344,9",97545,747,257640,4,Sí,"164,4","94,6"
3176,Córdoba,Fruticultura,"261,1",36,Alto,"320,8",127043,647,207557,10,No,"63,1","77,8"
3177,Santa Fe,Maiz,"310,4",67,Medio,"314,8",120631,775,243970,3,Sí,"99,9","87,1"
3178,Buenos Aires,Soja,"216,1",52,Bajo,"291,6",120385,353,102934,0,No,"-9,9","36,3"
3179,Entre Ríos,Soja,"213,3",58,Alto,"341,4",65183,569,194256,9,No,-80,"68,1"
3180,Buenos Aires,soja,"300,8",50,Medio,,65335,265,112598,2,NO,"68,6","84,3"
3181,Córdoba,Maiz,"232,6",25,Bajo,323,39226,399,128877,12,Sí,"226,1",68
3182,Buenos Aires,Ganaderia,"358,1",47,Medio,"619,1",165597,695,430274,6,Sí,"158,1","58,1"
3183,Córdoba,Ganaderia,"112,7",57,Alto,146,56620,368,53728,1,Sí,"-6,1","81,3"
3184,Chaco,Soja,"294,1",53,Alto,"316,1",119249,477,150779,4,No,30,"75,8"
3185,Entre Ríos,Maiz,"250,7",29,Alto,"491,2",80737,539,264756,7,No,"226,3",57
3186,Entre Ríos,Soja,"148,8",58,Medio,"141,2",41345,681,96157,2,Sí,"135,6","74,8"
3187,Entre Ríos,Ganaderia,"76,8",32,Alto,"186,6",46298,589,109907,1,Sí,"142,2","73,1"
3188,La Pampa,Trigo,"250,3",52,Medio,"414,8",166075,298,123610,5,No,"-22,2","45,4"
3189,Mendoza,Fruticultura,-5,44,Bajo,,95415,280,103040,5,No,"11,7","68,8"
3190,Chaco,Lecheria,"113,9",53,Medio,,73171,401,86896,0,Sí,20,81
3191,Córdoba,Lecheria,5,54,Alto,10,3164,333,3330,1,No,"9,3","64,1"
3192,Santa Fe,Fruticultura,"280,7",52,Bajo,"268,6",99403,570,153102,6,No,"51,3","52,6"
3193,Santa Fe,Maiz,"277,5",62,Medio,"425,5",178360,721,306785,4,Sí,"69,3","87,1"
3194,Chaco,Lecheria,"298,1",44,Medio,"509,3",147765,654,333082,1,Sí,"127,6",81
3195,Chaco,Ganaderia,"354,4",60,Medio,505,162057,654,330270,12,No,"107,1","56,4"
3196,Chaco,Fruticultura,"270,8",37,Bajo,"231,8",28089,677,156928,10,No,"458,6","52,4"
3197,La Pampa,Soja,"217,1",45,Alto,"492,2",181286,278,136831,9,No,"-27,3","48,4"
3198,Salta,Fruticultura,"175,4",77,Alto,"187,8",39896,287,53898,4,Sí,"31,7","68,3"
3199,Salta,Maiz,"320,5",44,Bajo,"460,3",80676,637,293211,10,Sí,"261,2","59,2"
3200,Mendoza,Ganaderia,"175,4",49,Alto,"264,7",95645,407,107732,6,Sí,"17,2","75,3"
3201,Córdoba,Trigo,"288,5",26,Medio,"450,1",183977,517,232701,6,Si,"23,4","52,2"
3202,Mendoza,Lecheria,"246,7",46,Bajo,"215,2",75113,420,90384,6,Sí,"18,3","82,6"
3203,Buenos Aires,Trigo,"518,7",74,Alto,"941,2",163127,512,481894,11,No,"190,4","54,1"
3204,Salta,Fruticultura,424,54,Medio,"656,4",217102,580,380712,8,No,76,"66,4"
3205,Salta,Lecheria,"316,7",32,Alto,577,228178,463,267151,3,No,15,"55,5"
3206,Entre Ríos,Soja,66,65,Bajo,"81,9",18370,714,58476,0,No,"217,4","52,8"
3207,Buenos Aires,Fruticultura,"91,5",44,Bajo,"115,5",27478,488,56364,0,Sí,"108,1","76,5"
3208,Salta,Lecheria,"355,3",59,Alto,"662,6",211675,454,300820,7,No,"46,9","51,1"
3209,Entre Ríos,Soja,"133,2",43,Bajo,"113,5",16023,485,55047,8,Sí,"240,6","67,9"
3210,Salta,Ganaderia,"209,9",43,Medio,"389,1",160899,269,104667,9,No,-31,54
3211,La Pampa,Fruticultura,5,62,Medio,10,2166,717,7170,1,Sí,"228,4","85,2"
3212,La Pampa,Trigo,90,50,Bajo,"90,9",29127,782,71083,4,Sí,141,"55,2"
3213,Buenos Aires,Lecheria,"239,5",33,Bajo,"230,9",62230,691,159551,250,No,"158,6","61,7"
3214,Buenos Aires,Lecheria,"280,4",60,Medio,,75325,625,148312,7,No,"97,8","65,7"
3215,Córdoba,Trigo,"400,3",23,Medio,534,159370,361,192774,10,No,"21,3","40,7"
3216,Santa Fe,Maiz,"302,8",45,Alto,"611,8",162639,692,423365,9,Sí,"162,4","71,8"
3217,Buenos Aires,Maiz,"45,5",31,Bajo,"33,4",13475,784,26185,4,No,"90,5","55,2"
3218,Entre Ríos,Fruticultura,203,61,Bajo,"154,2",20218,685,105626,4,Sí,"419,1","76,8"
3219,Salta,Soja,"115,7",48,Medio,"200,7",33803,620,124434,2,No,270,39
3220,Mendoza,Lecheria,"275,9",52,Medio,"329,6",112873,534,176006,10,No,52,"55,9"
3221,Santa Fe,Trigo,5,44,Alto,10,3725,760,7600,1,Sí,"108,7",63
3222,Mendoza,Ganaderia,"216,5",41,Medio,"242,8",83220,525,127470,12,No,"51,9","74,3"
3223,Córdoba,Trigo,"323,5",35,Medio,"627,8",159329,539,338384,8,No,"111,1","54,5"
3224,Santa Fe,Lecheria,"534,9",56,Bajo,"711,1",151573,270,191997,10,Sí,26,"77,4"
3225,Córdoba,Ganaderia,"247,6",66,Bajo,"152,4",47229,733,111709,5,No,137,"52,2"
3226,Chaco,Ganaderia,"455,4",46,Medio,"533,9",196005,668,356645,10,Sí,"84,3","76,4"
3227,Buenos Aires,Trigo,"210,9",42,Alto,"325,4",43171,393,127882,5,Sí,"195,1","61,2"
3228,Chaco,Lecheria,"386,1",38,Medio,"472,3",155960,351,165777,1,Si,"1,9","71,9"
3229,La Pampa,Fruticultura,"228,7",65,Medio,"398,3",55258,378,150557,7,No,"173,5",45
3230,Mendoza,Trigo,"29,6",64,Medio,"48,9",18795,494,24156,0,Sí,"32,7","60,3"
3231,Santa Fe,Maiz,"190,1",43,Medio,"304,7",77911,582,177335,4,No,"129,1","66,4"
3232,Entre Ríos,Maiz,"100,5",56,Bajo,"115,9",45042,592,68612,2,No,50,"65,1"
3233,Córdoba,Lecheria,"274,7",44,Alto,"478,6",98563,505,241693,6,No,150,"69,7"
3234,Salta,Fruticultura,"168,6",60,Alto,"258,6",97960,323,83527,4,No,"-12,8","50,3"
3235,Entre Ríos,Ganaderia,"578,7",52,Bajo,386,48948,486,187596,14,Sí,"285,7","67,2"
3236,Entre Ríos,Soja,"334,3",42,Medio,"524,6",178071,781,409712,10,Sí,"128,4",81
3237,Entre Ríos,Maiz,"264,4",51,Medio,"273,3",60320,406,110959,9,Sí,88,"67,1"
3238,Córdoba,Lecheria,"308,7",40,Bajo,"439,5",168162,734,322593,1,Sí,"95,7","63,7"
3239,Salta,Fruticultura,"21,3",63,Alto,"48,1",6932,755,36315,0,Sí,"419,6","84,5"
3240,Córdoba,Lecheria,"266,4",34,Bajo,"346,7",101335,477,165375,7,No,61,"73,9"
3241,Santa Fe,Soja,"257,4",54,Bajo,"158,1",50598,710,112251,2,No,"119,3","59,2"
3242,Buenos Aires,Maiz,"336,5",54,Alto,"718,3",199570,268,192504,4,Sí,"-6,9","60,6"
3243,Santa Fe,Lecheria,"178,7",33,Alto,"437,5",53809,624,273000,0,Sí,"410,4","65,5"
3244,Buenos Aires,Soja,"80,9",36,Medio,"109,6",24213,477,52279,9,Sí,"114,9","82,5"
3245,Mendoza,Ganaderia,"54,6",47,Bajo,"33,3",8045,559,18614,7,No,"132,9",42
3246,Córdoba,Maiz,"229,9",76,Medio,"416,4",150483,295,122838,2,Sí,"-13,4","71,2"
3247,Santa Fe,Lecheria,"321,4",70,Alto,"527,8",86475,319,168368,1,Sí,"91,9","86,5"
3248,Salta,Trigo,"227,9",24,Bajo,"159,4",58218,256,40806,1,Sí,"-29,3","63,4"
3249,Córdoba,Fruticultura,"238,2",32,Alto,"501,6",77368,511,256317,5,Sí,"236,1","95,4"
3250,Santa Fe,Trigo,"351,3",74,Bajo,"385,9",138723,282,108823,14,NO,"-19,3","55,6"
3251,Mendoza,Maiz,5,60,Alto,10,2880,399,3990,3,Sí,"39,5","65,8"
3252,Santa Fe,Maiz,"334,8",42,Alto,,98147,784,344411,2,Sí,"248,9","84,6"
3253,Santa Fe,Soja,5,78,Alto,12,2673,283,3396,3,Sí,"27,4","74,2"
3254,Mendoza,Soja,"288,8",59,Bajo,"219,5",89244,639,140260,3,No,"55,3","68,4"
3255,Santa Fe,Fruticultura,"284,8",37,Bajo,"397,6",60852,786,312513,9,No,"411,2","72,3"
3256,Chaco,Trigo,"109,6",35,Alto,267,111037,278,74226,4,No,"-37,2","56,4"
3257,Mendoza,ganaderia,"187,9",48,Bajo,"151,5",51079,573,86809,1,Sí,"73,6","51,9"
3258,Chaco,Lecheria,"221,3",40,Medio,"206,9",80013,651,134691,3,Sí,"68,5","74,8"
3259,Mendoza,Fruticultura,"215,7",59,Bajo,,29943,748,133892,5,No,"350,2","51,9"
3260,La Pampa,Maiz,"254,5",50,Medio,"486,9",77478,669,325736,4,No,"318,1","73,4"
3261,Buenos Aires,Maiz,"215,4",53,Bajo,"143,7",53568,467,67107,2,Sí,"28,2","57,8"
3262,Buenos Aires,Soja,"203,6",53,Bajo,"300,5",112742,654,196527,2,No,"70,6","48,9"
3263,Mendoza,Trigo,"324,7",62,Alto,"711,2",196033,647,460146,8,No,"134,5","47,7"
3264,Chaco,Trigo,188,66,Medio,"210,6",42173,760,160056,7,Sí,"276,5","82,4"
3265,Santa Fe,Fruticultura,"298,2",26,Medio,"477,4",91362,438,209101,2,No,"131,8","41,9"
3266,Córdoba,Maiz,"368,7",41,Bajo,"353,3",109674,572,202087,9,Sí,89,"52,2"
3267,Santa Fe,Maiz,"242,1",53,Medio,"221,3",92066,492,108879,4,Sí,"22,1","54,5"
3268,Buenos Aires,Maiz,"140,7",46,Medio,"261,5",33006,536,140164,0,Sí,325,"56,6"
3269,Mendoza,Trigo,"225,4",53,Alto,"304,2",54834,351,106774,10,No,"92,2",73
3270,La Pampa,Maiz,"278,8",50,Alto,,146165,601,242503,6,No,"69,1","77,3"
3271,Chaco,Ganaderia,202,42,Medio,"306,4",128445,396,121334,8,Sí,"-3,5","70,2"
3272,Córdoba,Fruticultura,"360,6",55,Medio,"474,1",60775,583,276400,10,Sí,354,"74,8"
3273,Córdoba,Fruticultura,"160,6",38,Alto,"203,9",72596,688,140283,0,Sí,"89,7","72,4"
3274,Buenos Aires,Trigo,"270,7",55,Bajo,"202,5",43294,521,105502,7,No,"139,1","38,3"
3275,Buenos Aires,Lecheria,"141,2",52,Alto,"188,5",72305,372,70122,8,No,"1,2","54,6"
3276,Buenos Aires,Maiz,"393,6",43,Medio,"313,3",92876,581,182027,3,No,"95,1","46,3"
3277,Entre Ríos,Trigo,"224,5",45,Bajo,"247,8",57676,493,122165,3,No,"110,8",53
3278,Chaco,Lecheria,"211,7",43,Medio,"369,8",100565,373,137935,7,No,"37,1","41,7"
3279,Córdoba,Maiz,"174,3",43,Alto,"350,5",136151,267,93583,7,Sí,"-30,7","95,2"
3280,Salta,Maiz,"197,3",60,Medio,,50142,363,106613,4,No,"113,7","46,2"
3281,Buenos Aires,Lecheria,"167,1",33,Medio,"219,9",86454,387,85101,4,Sí,0,86
3282,Santa Fe,Maiz,0,47,Medio,"195,2",26600,426,83155,1,No,"208,5",66
3283,Chaco,Ganaderia,"145,2",41,Alto,249,40496,336,83664,2,Sí,"102,2","61,2"
3284,Buenos Aires,Maiz,"348,6",38,Medio,320,77908,299,95680,9,No,"26,3","72,6"
3285,La Pampa,Fruticultura,"143,3",50,Alto,"190,7",73659,383,73038,5,Sí,"-3,2","97,4"
3286,La Pampa,Ganaderia,"274,2",54,Medio,"518,9",92347,795,412525,7,Sí,"347,4","61,3"
3287,Salta,Fruticultura,95,60,Bajo,"135,9",47965,590,80181,6,No,"64,5","42,3"
3288,Santa Fe,Fruticultura,"253,9",45,Alto,,123513,647,201669,6,No,"58,5","71,3"
3289,Santa Fe,Soja,"290,5",110,Bajo,"365,3",69153,480,175344,10,No,"149,8","68,3"
3290,Entre Ríos,Fruticultura,"276,6",37,Alto,"415,5",146217,706,293343,7,Sí,"105,3","90,4"
3291,Santa Fe,Ganaderia,"198,1",41,Medio,"244,7",71905,401,98124,2,Sí,"37,3","65,3"
3292,Chaco,Maiz,"317,8",44,Medio,"606,8",140426,754,457527,9,Sí,"226,7","74,8"
3293,Salta,Lecheria,"291,3",36,Bajo,"224,4",59939,562,126112,7,No,111,62
3294,Córdoba,Lecheria,"27,6",80,Medio,"42,2",5853,706,29793,0,Sí,"405,7","86,7"
3295,Córdoba,Soja,"147,5",54,Bajo,"142,1",17265,792,112543,3,Sí,"547,1","52,2"
3296,Entre Ríos,Maiz,312,63,Alto,"709,7",262565,402,285299,9,No,4,72
3297,Córdoba,Ganaderia,"174,4",37,Alto,"230,9",83428,390,90051,1,Sí,"3,9","61,9"
3298,Salta,Soja,"231,9",56,Bajo,"326,9",61032,271,88589,8,Sí,"43,5","60,6"
3299,Entre Ríos,Lecheria,"20,9",42,Medio,"29,4",4724,668,19639,0,No,"310,9","51,3"
3300,Mendoza,Lecheria,"354,6",25,Medio,"612,9",193414,426,261095,8,Sí,"38,4","84,9"
3301,Santa Fe,Lecheria,"347,7",72,Medio,"303,4",95396,405,122876,6,Sí,"29,6","63,1"
3302,Mendoza,Maiz,"263,1",63,Medio,"462,3",109366,378,174749,2,No,"64,2","45,6"
3303,Salta,Lecheria,"238,1",49,Bajo,148,37732,291,43068,0,No,16,"65,6"
3304,Santa Fe,Lecheria,204,39,Medio,"163,8",67380,481,78787,5,No,"19,5","74,9"
3305,La Pampa,Soja,"12,8",33,Medio,"10,3",2108,520,5356,0,Sí,"157,4",59
3306,Chaco,Ganaderia,127,79,Medio,"222,6",41475,765,170289,2,No,"311,6","45,4"
3307,Salta,Soja,"178,3",56,Alto,"289,7",118508,755,218723,6,Sí,"88,7","99,4"
3308,Salta,Lecheria,"239,1",69,Medio,218,58299,377,82186,7,sí,"41,7","75,3"
3309,Buenos Aires,Lecheria,"304,3",80,Medio,"485,6",61885,299,145194,10,No,"133,3","48,2"
3310,Mendoza,Maiz,"219,8",51,Medio,244,51061,730,178120,4,Sí,"246,4","55,8"
3311,Mendoza,Trigo,"199,5",50,Medio,385,58216,604,232540,3,sí,"300,7","68,6"
3312,La Pampa,Fruticultura,"372,9",58,Bajo,"329,1",100861,679,223458,9,Sí,"124,4","51,8"
3313,Buenos Aires,Trigo,"309,6",47,Bajo,"441,4",157333,384,169497,8,No,"7,5","62,2"
3314,Entre Ríos,Ganaderia,"444,2",65,Bajo,"382,2",71372,554,211738,11,Sí,192,"56,3"
3315,Entre Ríos,Trigo,"331,1",29,Alto,"563,4",196892,750,422550,10,No,"115,8","77,6"
3316,La Pampa,Soja,"305,5",85,Bajo,"415,6",113779,665,276374,5,Sí,"144,2","68,2"
3317,Entre Ríos,Maiz,"395,2",54,Alto,"410,4",128554,717,294256,13,No,"131,3","76,7"
3318,La Pampa,Trigo,"175,2",41,Bajo,"129,9",42902,735,95476,2,No,"121,1","54,4"
3319,Córdoba,Maiz,"6,1",43,Medio,10,2551,254,2540,1,Sí,"2,9","78,1"
3320,Salta,Maiz,"240,9",38,Alto,475,133813,623,295925,6,Sí,"117,1","84,7"
3321,Chaco,Trigo,"291,3",38,Alto,"597,9",225434,608,363523,11,Sí,60,86
3322,Salta,Ganaderia,"168,4",51,Alto,"307,2",70661,270,82944,0,Sí,"14,3","76,3"
3323,Salta,Ganaderia,"117,6",46,Medio,"98,3",32648,533,52393,5,Sí,"62,2",81
3324,Buenos Aires,Soja,"422,5",55,Medio,"597,2",117891,351,209617,4,No,"81,5","62,8"
3325,La Pampa,Fruticultura,289,51,Alto,"523,4",187142,593,310376,9,Sí,"68,2","63,3"
3326,Santa Fe,Maiz,"264,9",46,Bajo,258,74482,611,157638,5,Sí,"108,2",82
3327,Córdoba,Fruticultura,"407,4",44,Bajo,"451,9",60926,606,273851,11,No,"346,4","35,6"
3328,Entre Ríos,Maiz,"211,8",49,Bajo,"297,5",58819,759,225802,8,No,"288,2","39,6"
3329,Córdoba,Ganaderia,"95,3",37,Medio,"129,4",40821,385,49819,0,Sí,25,"64,7"
3330,Entre Ríos,Ganaderia,"323,8",48,Bajo,"202,7",31900,597,121011,3,Sí,"283,5","76,2"
3331,Chaco,Ganaderia,119,57,Alto,"121,5",44320,663,80554,2,No,82,"58,9"
3332,Mendoza,Soja,"176,7",56,Medio,"164,4",54089,644,105873,10,No,"93,7","46,1"
3333,La Pampa,Ganaderia,"259,6",39,Alto,"327,2",53929,593,194029,6,No,"255,8","65,6"
3334,La Pampa,Fruticultura,"179,2",39,Medio,"186,6",77812,342,63817,4,No,"-19,6","69,8"
3335,Chaco,Trigo,138,64,Alto,"344,1",90121,501,172394,6,No,"92,5","80,1"
3336,Buenos Aires,Fruticultura,"192,2",47,Alto,"212,4",50892,322,68392,7,Sí,"38,7","62,9"
3337,Córdoba,Ganaderia,"131,9",61,Alto,"250,1",50350,404,101040,0,Sí,"97,3",73
3338,Chaco,Fruticultura,"91,1",64,Bajo,"119,9",34455,561,67263,0,No,"98,7","47,4"
3339,Salta,Soja,"42,9",32,Alto,52,6345,491,25532,0,sí,"305,8","66,5"
3340,Mendoza,Lecheria,"253,3",42,Alto,"495,3",151286,325,160972,7,Sí,"1,8",73
3341,Salta,Maiz,"117,3",46,Bajo,"85,7",11491,761,65217,2,Sí,"467,8","61,1"
3342,Chaco,soja,"218,7",40,Alto,50,149003,298,5000000,2,Sí,300,"87,1"
3343,Santa Fe,Ganaderia,85,53,Alto,"118,9",16157,636,75620,0,No,"369,1","67,6"
3344,Entre Ríos,Fruticultura,"426,2",51,Medio,"721,9",168694,432,311860,6,No,88,"72,3"
3345,Salta,soja,84,37,Alto,"109,4",27066,326,35664,0,No,"31,7",76
3346,Salta,Trigo,"262,7",70,Bajo,"221,1",84368,659,145704,4,No,"74,6","63,8"
3347,Santa Fe,Trigo,"320,6",57,Medio,,93055,305,97508,7,no,"8,6",67
3348,Buenos Aires,Maiz,"201,1",74,Medio,"280,8",47439,788,221270,7,No,"367,2",45
3349,Buenos Aires,Soja,"295,5",60,Medio,"264,9",100404,449,118940,4,Sí,"13,5","79,2"
3350,La Pampa,Lecheria,"178,3",49,Medio,"264,7",93536,404,106938,5,No,16,39
3351,Córdoba,Trigo,"383,1",61,Bajo,"456,9",84748,794,362778,6,No,"323,3","73,5"
3352,Salta,Soja,"159,5",59,Medio,"307,6",108485,554,170410,5,Sí,56,"71,3"
3353,Mendoza,Soja,"360,9",56,Medio,"325,9",44515,457,148936,6,No,239,"63,8"
3354,Chaco,Ganaderia,"369,6",52,Medio,"635,5",202855,628,399094,8,No,"99,3","46,8"
3355,Córdoba,Maiz,"148,6",45,Bajo,"202,8",49383,784,158995,8,No,"224,7","44,4"
3356,Santa Fe,Soja,101,47,Medio,"136,3",16691,655,89276,0,No,430,"68,9"
3357,La Pampa,Ganaderia,"222,8",69,Alto,"436,7",80132,373,162889,11,No,"103,1","75,5"
3358,Entre Ríos,Maiz,"37,9",45,Bajo,"29,1",4042,422,12280,2,Sí,"206,4","55,4"
3359,Chaco,Ganaderia,"274,7",39,Alto,"389,3",85435,572,222679,3,no,"159,1",75
3360,Chaco,soja,"350,6",56,Medio,"568,6",174620,358,203558,8,No,"19,1",49
3361,Entre Ríos,Fruticultura,"141,8",40,Medio,153,58711,671,102663,3,Sí,"76,1","77,4"
3362,Entre Ríos,Soja,"80,9",49,Medio,"141,1",27857,347,48961,0,Sí,"71,2","81,6"
3363,La Pampa,ganaderia,"129,6",49,Medio,"234,6",29054,759,178061,1,Sí,"512,8","82,4"
